10,1.3236,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,
11,1.3237,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,
12,1.3235,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,
13,1.3235,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,
14,1.3237,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,1.3267,
15,1.3236,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,1.3267,1.3268,
16,1.3236,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,1.3267,1.3268,1.3268,
17,1.3234,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,1.3267,1.3268,1.3268,1.3267,
18,1.3232,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,1.3267,1.3268,1.3268,1.3267,1.3267,
19,1.3232,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,1.3267,1.3268,1.3268,1.3267,1.3267,1.3267,
20,1.3232,1.3233,1.3234,1.3234,1.3235,1.3233,1.3232,1.3234,1.3233,1.3232,1.3233,1.3232,1.3232,1.323,1.323,1.323,1.3229,1.3229,1.3231,1.323,1.3231,1.3231,1.3233,1.3233,1.3232,1.3233,1.3234,1.3234,1.3232,1.3231,1.3233,1.3232,1.3231,1.3231,1.323,1.323,1.3232,1.3233,1.3233,1.3236,1.3236,1.3237,1.3236,1.3237,1.3237,1.3236,1.3237,1.3237,1.3237,1.3238,1.3239,1.324,1.324,1.3239,1.3239,1.324,1.3239,1.324,1.324,1.3239,1.3239,1.3239,1.3239,1.3239,1.324,1.324,1.324,1.324,1.3241,1.3241,1.3239,1.324,1.324,1.3238,1.3238,1.324,1.3239,1.3238,1.3237,1.3239,1.324,1.324,1.3239,1.3238,1.3237,1.3238,1.3239,1.324,1.3241,1.3241,1.324,1.3239,1.3238,1.3239,1.3239,1.3238,1.3238,1.324,1.324,1.3239,1.3239,1.3238,1.3238,1.3238,1.3239,1.3238,1.3239,1.3239,1.324,1.324,1.3241,1.324,1.324,1.324,1.3241,1.324,1.324,1.324,1.3239,1.324,1.3241,1.3241,1.3241,1.3241,1.324,1.3241,1.324,1.3239,1.3238,1.3239,1.324,1.324,1.3239,1.3238,1.3238,1.3239,1.324,1.3239,1.3239,1.3241,1.324,1.3239,1.3239,1.3237,1.3236,1.3237,1.3236,1.3237,1.3237,1.3239,1.3238,1.3239,1.3239,1.324,1.3241,1.3241,1.324,1.3241,1.3241,1.3242,1.3242,1.3242,1.3241,1.3242,1.3242,1.3243,1.3243,1.3244,1.3244,1.3244,1.3243,1.3244,1.3244,1.3243,1.3242,1.3242,1.3242,1.3243,1.3243,1.3243,1.3244,1.3243,1.3242,1.3243,1.3243,1.3242,1.3243,1.3242,1.3241,1.3239,1.3242,1.3242,1.3239,1.3238,1.3239,1.3237,1.3237,1.3238,1.3238,1.3237,1.3235,1.3236,1.3236,1.3239,1.3239,1.3237,1.3236,1.3236,1.3236,1.3236,1.3237,1.3241,1.324,1.3244,1.3243,1.3242,1.3243,1.3243,1.3241,1.324,1.3241,1.3244,1.3246,1.3245,1.3246,1.3246,1.325,1.3249,1.3251,1.3249,1.325,1.3254,1.3257,1.3261,1.326,1.3259,1.3258,1.3259,1.3261,1.3261,1.326,1.3266,1.3266,1.3265,1.3266,1.3267,1.3268,1.3268,1.3269,1.3267,1.3268,1.3268,1.3267,1.3267,1.3267,1.3264,
